Sentence #,Word,POS,Tag
,flooding,NN,O
,inundated,VBD,O
,homes,NNS,O
,",",",",O
,destroyed,VBD,O
,crops,NNS,O
,and,CC,O
,cut,VBD,O
,off,RP,O
,highways,NNS,O
,and,CC,O
,bridges,NNS,O
,.,.,O
782,At,IN,O
,the,DT,O
,White,NNP,org
,House,NNP,org
,Tuesday,NNP,tim
,",",",",O
,U.S.,NNP,org
,President,NNP,per
,George,NNP,per
,Bush,NNP,per
,expressed,VBD,O
,concern,NN,O
,for,IN,O
,the,DT,O
,flood,NN,O
,victims,NNS,O
,.,.,O
783,He,PRP,O
,is,VBZ,O
,to,TO,O
,visit,VB,O
,Iowa,NNP,geo
,Thursday,NNP,tim
,to,TO,O
,inspect,VB,O
,the,DT,O
,damage,NN,O
,.,.,O
784,A,DT,O
,U.S.,NNP,geo
,government,NN,O
,audit,NN,O
,shows,VBZ,O
,that,IN,O
,at,IN,O
,least,JJS,O
,232,CD,O
,civilians,NNS,O
,have,VBP,O
,been,VBN,O
,killed,VBN,O
,while,IN,O
,working,VBG,O
,on,IN,O
,U.S.,NNP,org
,reconstruction,NN,O
,projects,NNS,O
,in,IN,O
,Iraq,NNP,geo
,.,.,O
785,The,DT,O
,report,NN,O
,by,IN,O
,the,DT,O
,Special,NNP,O
,Inspector,NNP,O
,General,NNP,per
,for,IN,O
,Iraq,NNP,geo
,Reconstruction,NNP,geo
,indicates,VBZ,O
,the,DT,O
,death,NN,O
,toll,NN,O
,of,IN,O
,those,DT,O
,employees,NNS,O
,for,IN,O
,private,JJ,O
,contractors,NNS,O
,increased,VBD,O
,93,CD,O
,percent,NN,O
,in,IN,O
,recent,JJ,O
,months,NNS,O
,(,LRB,O
,the,DT,O
,fourth,JJ,tim
,quarter,NN,tim
,of,IN,tim
,2004,CD,tim
,),RRB,O
,.,.,O
786,In,IN,O
,addition,NN,O
,to,TO,O
,those,DT,O
,killed,VBN,O
,",",",",O
,728,CD,O
,claims,NNS,O
,were,VBD,O
,filed,VBN,O
,for,IN,O
,employees,NNS,O
,who,WP,O
,missed,VBD,O
,more,JJR,O
,than,IN,O
,four,CD,O
,days,NNS,O
,of,IN,O
,work,NN,O
,.,.,O
787,The,DT,O
,inspector,NN,O
,'s,POS,O
,report,NN,O
,says,VBZ,O
,"""",``,O
,Iraq,NNP,geo
,'s,POS,O
,unsettled,JJ,O
,security,NN,O
,environment,NN,O
,continues,VBZ,O
,to,TO,O
,present,VB,O
,grave,JJ,O
,risks,NNS,O
,for,IN,O
,contractors,NNS,O
,and,CC,O
,employees,NNS,O
,.,.,O
,"""",``,O
788,The,DT,O
,quarterly,JJ,O
,report,NN,O
,sent,VBN,O
,to,TO,O
,U.S.,NNP,org
,Congress,NNP,org
,based,VBD,O
,its,PRP$,O
,information,NN,O
,on,IN,O
,statistics,NNS,O
,from,IN,O
,the,DT,O
,U.S.,NNP,org
,Labor,NNP,org
,Department,NNP,org
,compiled,VBN,O
,from,IN,O
,workers,NNS,O
,',POS,O
,compensation,NN,O
,claims,NNS,O
,filed,VBN,O
,by,IN,O
,all,DT,O
,U.S.,NNP,org
,government,NN,O
,contractors,NNS,O
,.,.,O
789,Former,JJ,O
,Chilean,JJ,gpe
,dictator,NN,O
,Augusto,NNP,per
,Pinochet,NNP,per
,has,VBZ,O
,been,VBN,O
,indicted,VBN,O
,on,IN,O
,human,JJ,O
,rights,NNS,O
,charges,NNS,O
,and,CC,O
,placed,VBN,O
,under,IN,O
,house,NN,O
,arrest,NN,O
,.,.,O
790,Judge,NNP,O
,Victor,NNP,per
,Montiglio,NNP,per
,charged,VBD,O
,General,NNP,org
,Pinochet,NNP,org
,in,IN,O
,connection,NN,O
,with,IN,O
,the,DT,O
,kidnapping,NN,O
,and,CC,O
,disappearance,NN,O
,of,IN,O
,seven,CD,O
,people,NNS,O
,in,IN,O
,the,DT,O
,early,JJ,O
,years,NNS,O
,of,IN,tim
,his,PRP$,tim
,1973,CD,tim
,to,TO,tim
,1990,CD,tim
,rule,NN,O
,.,.,O
791,The,DT,O
,charges,NNS,O
,are,VBP,O
,part,NN,O
,of,IN,O
,a,DT,O
,human,JJ,O
,rights,NNS,O
,case,NN,O
,known,VBN,O
,as,IN,O
,"""",``,O
,Operation,NNP,per
,Colombo,NNP,per
,",",",",O
,"""",``,O
,in,IN,O
,which,WDT,O
,119,CD,O
,dissidents,NNS,O
,disappeared,VBN,O
,while,IN,O
,in,IN,O
,custody,NN,O
,.,.,O
792,Mr.,NNP,per
,Montiglio,NNP,per
,'s,POS,O
,indictment,NN,O
,Thursday,NNP,tim
,comes,VBZ,O
,six,CD,O
,days,NNS,O
,after,IN,O
,he,PRP,O
,questioned,VBD,O
,the,DT,O
,ex-dictator,NN,O
,and,CC,O
,the,DT,O
,former,JJ,O
,head,NN,O
,of,IN,O
,the,DT,O
,secret,JJ,O
,police,NN,O
,",",",",O
,Manuel,NNP,per
,Contreras,NNP,per
,",",",",O
,to,TO,O
,determine,VB,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,disappearance,NN,O
,of,IN,O
,the,DT,O
,119,CD,O
,Pinochet,NNP,org
,foes,NNS,O
,.,.,O
793,This,DT,O
,is,VBZ,O
,the,DT,O
,second,JJ,O
,indictment,NN,O
,in,IN,O
,two,CD,tim
,days,NNS,O
,against,IN,O
,the,DT,O
,former,JJ,O
,dictator,NN,O
,.,.,O
794,General,NNP,org
,Pinochet,NNP,org
,",",",",O
,who,WP,O
,turns,VBZ,O
,90,CD,O
,on,IN,O
,Friday,NNP,tim
,",",",",O
,had,VBD,O
,just,RB,O
,made,VBN,O
,bail,NN,O
,following,VBG,O
,his,PRP$,O
,indictment,NN,O
,Wednesday,NNP,tim
,on,IN,O
,charges,NNS,O
,of,IN,O
,tax,NN,O
,evasion,NN,O
,",",",",O
,corruption,NN,O
,and,CC,O
,using,VBG,O
,FALSE,JJ,O
,passports,NNS,O
,in,IN,O
,a,DT,O
,case,NN,O
,involving,VBG,O
,an,DT,O
,estimated,VBN,O
,$,$,O
,27,CD,O
,million,CD,O
,hidden,VBN,O
,in,IN,O
,foreign,JJ,O
,bank,NN,O
,accounts,NNS,O
,.,.,O
795,Leaders,NNS,O
,of,IN,O
,the,DT,O
,South,NNP,org
,American,NNP,org
,trade,NN,O
,bloc,NN,O
,Mercosur,NNP,org
,are,VBP,O
,meeting,VBG,O
,in,IN,O
,Venezuela,NNP,geo
,to,TO,O
,formally,RB,O
,welcome,VB,O
,Venezuela,NNP,org
,into,IN,O
,the,DT,O
,group,NN,O
,.,.,O
796,Presidents,NNS,O
,of,IN,O
,member,NN,O
,nations,NNS,O
,Argentina,NNP,org
,",",",",O
,Brazil,NNP,org
,",",",",O
,Paraguay,NNP,org
,and,CC,O
,Uruguay,NNP,org
,are,VBP,O
,to,TO,O
,sign,VB,O
,a,DT,O
,document,NN,O
,Tuesday,NNP,tim
,extending,VBG,O
,voting,NN,O
,rights,NNS,O
,and,CC,O
,lower,JJR,O
,tariffs,NNS,O
,to,TO,O
,Venezuela,NNP,org
,.,.,O
797,With,IN,O
,the,DT,O
,new,JJ,O
,member,NN,O
,",",",",O
,officials,NNS,O
,say,VBP,O
,the,DT,O
,trade,NN,O
,bloc,NN,O
,will,MD,O
,account,VB,O
,for,IN,O
,$,$,O
,1,CD,O
,trillion,CD,O
,in,IN,O
,annual,JJ,O
,economic,JJ,O
,activity,NN,O
,and,CC,O
,include,VBP,O
,250,CD,O
,million,CD,O
,people,NNS,O
,.,.,O
798,Bolivian,JJ,gpe
,President,NNP,per
,Evo,NNP,per
,Morales,NNP,per
,also,RB,O
,is,VBZ,O
,to,TO,O
,attend,VB,O
,the,DT,O
,summit,NN,O
,for,IN,O
,talks,NNS,O
,with,IN,O
,his,PRP$,O
,Brazilian,JJ,gpe
,counterpart,NN,O
,Luiz,NNP,per
,Inacio,NNP,per
,Lula,NNP,per
,da,NNP,per
,Silva,NNP,per
,to,TO,O
,discuss,VB,O
,the,DT,O
,price,NN,O
,of,IN,O
,gas,NN,O
,exports,NNS,O
,to,TO,O
,Brazil,NNP,geo
,.,.,O
799,Bolivia,NNP,geo
,is,VBZ,O
,an,DT,O
,associate,JJ,O
,member,NN,O
,of,IN,O
,Mercosur,NNP,geo
,",",",",O
,formed,VBN,O
,in,IN,O
,1991,CD,tim
,.,.,O
800,Meanwhile,RB,O
,",",",",O
,Paraguay,NNP,org
,'s,POS,O
,President,NNP,per
,Nicanor,NNP,per
,Duarte,NNP,per
,has,VBZ,O
,threatened,VBN,O
,to,TO,O
,abandon,VB,O
,the,DT,O
,group,NN,O
,because,IN,O
,of,IN,O
,alleged,JJ,O
,protectionist,NN,O
,trade,NN,O
,policies,NNS,O
,by,IN,O
,Brazil,NNP,org
,and,CC,O
,Argentina,NNP,org
,.,.,O
801,A,DT,O
,strong,JJ,O
,earthquake,NN,O
,shook,VBD,O
,Indonesia,NNP,geo
,'s,POS,O
,Aceh,NNP,geo
,province,NN,O
,just,RB,O
,before,IN,O
,midnight,NN,tim
,Saturday,NNP,tim
,(,LRB,O
,about,IN,O
,1657,CD,tim
,UTC,NNP,tim
,),RRB,O
,",",",",O
,causing,VBG,O
,residents,NNS,O
,to,TO,O
,flee,VB,O
,their,PRP$,O
,homes,NNS,O
,in,IN,O
,panic,NN,O
,.,.,O
802,The,DT,O
,magnitude,NN,O
,5.8,CD,O
,quake,NN,O
,was,VBD,O
,centered,VBN,O
,33,CD,O
,kilometers,NNS,O
,under,IN,O
,the,DT,O
,Indian,NNP,geo
,Ocean,NNP,geo
,and,CC,O
,about,IN,O
,33,CD,O
,kilometers,NNS,O
,northwest,JJS,O
,of,IN,O
,the,DT,O
,provincial,JJ,O
,capital,NN,O
,of,IN,O
,Banda,NNP,geo
,Aceh,NNP,geo
,.,.,O
803,Officials,NNS,O
,say,VBP,O
,there,EX,O
,have,VBP,O
,been,VBN,O
,no,DT,O
,reports,NNS,O
,of,IN,O
,damage,NN,O
,or,CC,O
,casualties,NNS,O
,",",",",O
,but,CC,O
,residents,NNS,O
,of,IN,O
,the,DT,O
,city,NN,O
,ran,VBD,O
,out,IN,O
,of,IN,O
,their,PRP$,O
,homes,NNS,O
,in,IN,O
,panic,NN,O
,after,IN,O
,the,DT,O
,quake,NN,O
,jolted,VBD,O
,them,PRP,O
,awake,JJ,O
,.,.,O
804,A,DT,O
,magnitude,NN,O
,9,CD,O
,quake,NN,O
,off,IN,O
,the,DT,O
,west,JJS,O
,coast,NN,O
,of,IN,O
,Aceh,NNP,geo
,triggered,VBD,O
,the,DT,O
,December,NNP,tim
,26,CD,tim
,tsunamis,NNS,O
,",",",",O
,which,WDT,O
,the,DT,O
,U.S.,NNP,org
,Geological,NNP,org
,Survey,NNP,org
,says,VBZ,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,"2,75,000",CD,O
,people,NNS,O
,around,IN,O
,the,DT,O
,Indian,NNP,geo
,Ocean,NNP,geo
,.,.,O
805,That,DT,O
,includes,VBZ,O
,"1,31,000",CD,O
,in,IN,O
,Aceh,NNP,geo
,.,.,O
806,U.S.,NNP,org
,Democratic,JJ,O
,senators,NNS,O
,have,VBP,O
,criticized,VBN,O
,President,NNP,per
,Bush,NNP,per
,'s,POS,O
,proposal,NN,O
,to,TO,O
,revamp,VB,O
,Social,NNP,org
,Security,NNP,org
,",",",",O
,on,IN,O
,the,DT,O
,eve,NN,O
,of,IN,O
,the,DT,O
,retirement,NN,O
,program,NN,O
,'s,POS,O
,70th,JJ,tim
,anniversary,NN,tim
,.,.,O
807,Senator,NNP,per
,John,NNP,per
,Kerry,NNP,per
,",",",",O
,the,DT,O
,2004,CD,O
,democratic,JJ,O
,presidential,JJ,O
,candidate,NN,O
,",",",",O
,said,VBD,O
,in,IN,O
,a,DT,O
,radio,NN,O
,address,NN,O
,delivered,VBN,O
,in,IN,O
,Spanish,JJ,art
,Saturday,NNP,tim
,that,IN,O
,the,DT,O
,president,NN,O
,'s,POS,O
,proposal,NN,O
,to,TO,O
,add,VB,O
,private,JJ,O
,investments,NNS,O
,accounts,NNS,O
,to,IN,O
,the,DT,O
,program,NN,O
,will,MD,O
,hurt,VB,O
,Hispanics,NNS,O
,.,.,O
808,Democratic,JJ,O
,Senator,NNP,per
,Ken,NNP,per
,Salazar,NNP,per
,",",",",O
,from,IN,O
,Colorado,NNP,geo
,said,VBD,O
,in,IN,O
,a,DT,O
,separate,JJ,O
,English-language,JJ,O
,radio,NN,O
,address,NN,O
,Saturday,NNP,tim
,the,DT,O
,president,NN,O
,is,VBZ,O
,fabricating,VBG,O
,a,DT,O
,crisis,NN,O
,in,IN,O
,the,DT,O
,retirement,NN,O
,program,NN,O
,so,IN,O
,he,PRP,O
,can,MD,O
,push,VB,O
,through,IN,O
,his,PRP$,O
,proposals,NNS,O
,to,TO,O
,change,VB,O
,it,PRP,O
,.,.,O
809,President,NNP,per
,Bush,NNP,per
,says,VBZ,O
,his,PRP$,O
,plans,NNS,O
,will,MD,O
,help,VB,O
,the,DT,O
,program,NN,O
,avoid,VB,O
,severe,JJ,O
,funding,NN,O
,shortfalls,NNS,O
,over,IN,O
,the,DT,O
,next,JJ,O
,few,JJ,tim
,decades,NNS,tim
,.,.,O
810,A,DT,O
,key,JJ,O
,part,NN,O
,of,IN,O
,his,PRP$,O
,proposal,NN,O
,is,VBZ,O
,to,TO,O
,allow,VB,O
,younger,JJR,O
,workers,NNS,O
,to,TO,O
,privately,RB,O
,invest,VB,O
,some,DT,O
,of,IN,O
,their,PRP$,O
,Social,NNP,org
,Security,NNP,org
,funds,NNS,O
,which,WDT,O
,are,VBP,O
,now,RB,O
,managed,VBN,O
,by,IN,O
,the,DT,O
,government,NN,O
,.,.,O
811,More,JJR,O
,than,IN,O
,60,CD,O
,African,JJ,gpe
,migrants,NNS,O
,have,VBP,O
,drowned,VBN,O
,while,IN,O
,crossing,VBG,O
,the,DT,O
,Gulf,NNP,geo
,of,IN,geo
,Aden,NNP,geo
,on,IN,O
,their,PRP$,O
,way,NN,O
,to,TO,O
,Yemen,NNP,geo
,.,.,O
812,Witnesses,NNS,O
,say,VBP,O
,at,IN,O
,least,JJS,O
,15,CD,O
,others,NNS,O
,swam,VBP,O
,to,TO,O
,safety,VB,O
,after,IN,O
,their,PRP$,O
,vessel,NN,O
,sank,VBD,O
,close,RB,O
,to,TO,O
,the,DT,O
,Yemeni,JJ,gpe
,coast,NN,O
,.,.,O
813,The,DT,O
,boat,NN,O
,originated,VBD,O
,from,IN,O
,Somalia,NNP,geo
,and,CC,O
,most,JJS,O
,of,IN,O
,those,DT,O
,on,IN,O
,board,NN,O
,are,VBP,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,been,VBN,O
,Somalians,NNPS,per
,.,.,O
814,It,PRP,O
,is,VBZ,O
,not,RB,O
,clear,JJ,O
,how,WRB,O
,the,DT,O
,boat,NN,O
,capsized,VBD,O
,.,.,O
815,Migrants,NNS,O
,frequently,RB,O
,attempt,VBP,O
,the,DT,O
,crossing,NN,O
,to,TO,O
,escape,VB,O
,violence,NN,O
,in,IN,O
,Somalia,NNP,geo
,and,CC,O
,often,RB,O
,rely,VBP,O
,on,IN,O
,smugglers,NNS,O
,to,TO,O
,help,VB,O
,them,PRP,O
,cross,VB,O
,.,.,O
816,They,PRP,O
,often,RB,O
,face,VBP,O
,abuse,NN,O
,at,IN,O
,the,DT,O
,hands,NNS,O
,of,IN,O
,smugglers,NNS,O
,",",",",O
,with,IN,O
,many,JJ,O
,forced,VBN,O
,to,TO,O
,disembark,VB,O
,offshore,RB,O
,to,TO,O
,avoid,VB,O
,Yemeni,JJ,gpe
,coast,NN,O
,guard,NN,O
,patrols,NNS,O
,.,.,O
817,Earlier,RBR,O
,this,DT,O
,month,NN,O
,",",",",O
,the,DT,O
,U.N.,NNP,org
,High,NNP,org
,Commissioner,NNP,org
,for,IN,org
,Refugees,NNP,org
,estimated,VBD,O
,"20,000",CD,O
,people,NNS,O
,have,VBP,O
,made,VBN,O
,the,DT,O
,crossing,NN,O
,this,DT,O
,year,NN,O
,and,CC,O
,said,VBD,O
,at,IN,O
,least,JJS,O
,439,CD,O
,people,NNS,O
,have,VBP,O
,died,VBN,O
,and,CC,O
,another,DT,O
,489,CD,O
,are,VBP,O
,missing,VBG,O
,.,.,O
818,Police,NNS,O
,in,IN,O
,Afghanistan,NNP,geo
,say,VBP,O
,attackers,NNS,O
,have,VBP,O
,shot,VBN,O
,and,CC,O
,killed,VBN,O
,an,DT,O
,Afghan,JJ,gpe
,senator,NN,O
,who,WP,O
,briefly,RB,O
,served,VBD,O
,as,IN,O
,prime,JJ,O
,minister,NN,O
,in,IN,O
,the,DT,O
,early,JJ,O
,1990s,NNS,tim
,.,.,O
819,Authorities,NNS,O
,say,VBP,O
,Abdul,NNP,org
,Saboor,NNP,org
,Farid,NNP,org
,was,VBD,O
,killed,VBN,O
,late,JJ,O
,Wednesday,NNP,tim
,outside,IN,O
,his,PRP$,O
,home,NN,O
,in,IN,O
,the,DT,O
,capital,NN,O
,",",",",O
,Kabul,NNP,org
,.,.,O
820,Mr.,NNP,per
,Farid,NNP,per
,was,VBD,O
,Afghanistan,NNP,geo
,'s,POS,O
,prime,JJ,O
,minister,NN,O
,for,IN,O
,one,CD,tim
,month,NN,O
,in,IN,O
,1992,CD,tim
,during,IN,O
,the,DT,O
,chaos,NN,O
,of,IN,O
,a,DT,O
,civil,JJ,O
,war,NN,O
,that,WDT,O
,followed,VBD,O
,the,DT,O
,defeat,NN,O
,of,IN,O
,the,DT,O
,Soviet,JJ,O
,army,NN,O
,.,.,O
821,The,DT,O
,motive,NN,O
,for,IN,O
,the,DT,O
,senator,NN,O
,'s,POS,O
,killing,NN,O
,is,VBZ,O
,not,RB,O
,clear,JJ,O
,.,.,O
822,In,IN,O
,another,DT,O
,development,NN,O
,",",",",O
,police,NNS,O
,say,VBP,O
,a,DT,O
,remote-controlled,JJ,O
,roadside,NN,O
,bomb,NN,O
,tore,VBD,O
,through,IN,O
,the,DT,O
,side,NN,O
,of,IN,O
,an,DT,O
,Afghan,JJ,gpe
,army,NN,O
,bus,NN,O
,Thursday,NNP,tim
,in,IN,O
,Kabul,NNP,org
,",",",",O
,killing,VBG,O
,the,DT,O
,driver,NN,O
,and,CC,O
,wounding,VBG,O
,29,CD,O
,people,NNS,O
,.,.,O
823,Taleban,NNP,org
,militants,NNS,O
,claimed,VBD,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,attack,NN,O
,.,.,O
824,Meanwhile,RB,O
,",",",",O
,the,DT,O
,British,JJ,gpe
,defense,NN,O
,ministry,NN,O
,says,VBZ,O
,a,DT,O
,British,JJ,gpe
,soldier,NN,O
,serving,VBG,O
,with,IN,O
,the,DT,O
,NATO-led,JJ,O
,coalition,NN,O
,in,IN,O
,Afghanistan,NNP,geo
,was,VBD,O
,killed,VBN,O
,during,IN,O
,fighting,VBG,O
,with,IN,O
,militants,NNS,O
,in,IN,O
,the,DT,O
,south,NN,O
,.,.,O
825,NATO,NNP,org
,has,VBZ,O
,launched,VBN,O
,large-scale,JJ,O
,military,JJ,O
,operations,NNS,O
,in,IN,O
,the,DT,O
,region,NN,O
,recently,RB,O
,to,TO,O
,pre-empt,VB,O
,an,DT,O
,expected,VBN,O
,Taleban,NNP,org
,offensive,NN,O
,.,.,O
826,Insurgents,NNS,O
,in,IN,O
,Iraq,NNP,geo
,killed,VBD,O
,at,IN,O
,least,JJS,O
,nine,CD,O
,people,NNS,O
,in,IN,O
,attacks,NNS,O
,Sunday,NNP,tim
,northeast,NN,O
,of,IN,O
,Baghdad,NNP,geo
,.,.,O
827,Police,NNS,O
,say,VBP,O
,a,DT,O
,roadside,NN,O
,bomb,NN,O
,killed,VBD,O
,four,CD,O
,policemen,NNS,O
,and,CC,O
,wounded,VBD,O
,nine,CD,O
,in,IN,O
,Baquba,NNP,geo
,.,.,O
828,In,IN,O
,another,DT,O
,town,NN,O
,",",",",O
,Balad,NNP,per
,Ruz,NNP,per
,",",",",O
,police,NNS,O
,say,VBP,O
,a,DT,O
,rocket,NN,O
,attack,NN,O
,on,IN,O
,a,DT,O
,policeman,NN,O
,'s,POS,O
,house,NN,O
,killed,VBD,O
,the,DT,O
,man,NN,O
,'s,POS,O
,brother,NN,O
,and,CC,O
,four,CD,O
,children,NNS,O
,.,.,O
829,Military,JJ,O
,officials,NNS,O
,say,VBP,O
,on,IN,O
,Saturday,NNP,tim
,U.S.,NNP,geo
,soldiers,NNS,O
,killed,VBD,O
,three,CD,O
,gunmen,NNS,O
,who,WP,O
,fired,VBD,O
,on,IN,O
,a,DT,O
,patrol,NN,O
,in,IN,O
,the,DT,O
,northern,JJ,O
,town,NN,O
,of,IN,O
,Baiji,NNP,geo
,.,.,O
830,In,IN,O
,northern,JJ,O
,Iraq,NNP,geo
,",",",",O
,police,NNS,O
,say,VBP,O
,the,DT,O
,bodies,NNS,O
,of,IN,O
,an,DT,O
,elderly,JJ,O
,tribal,JJ,O
,leader,NN,O
,",",",",O
,Ibrahim,NNP,per
,Ali,NNP,per
,al-Nuimei,NNP,per
,",",",",O
,and,CC,O
,his,PRP$,O
,son,NN,O
,were,VBD,O
,found,VBN,O
,near,IN,O
,the,DT,O
,town,NN,O
,of,IN,O
,Kirkuk,NNP,geo
,.,.,O
831,In,IN,O
,a,DT,O
,separate,JJ,O
,development,NN,O
,",",",",O
,the,DT,O
,trial,NN,O
,of,IN,O
,ousted,JJ,O
,leader,NN,O
,Saddam,NNP,per
,Hussein,NNP,per
,is,VBZ,O
,scheduled,VBN,O
,to,TO,O
,resume,VB,O
,Tuesday,NNP,tim
,with,IN,O
,a,DT,O
,new,JJ,O
,presiding,NN,O
,judge,NN,O
,",",",",O
,and,CC,O
,a,DT,O
,Western,JJ,org
,diplomat,NN,org
,says,VBZ,O
,members,NNS,O
,of,IN,O
,the,DT,O
,former,JJ,O
,Baathist,NNP,org
,regime,NN,O
,may,MD,O
,testify,VB,O
,.,.,O
832,The,DT,O
,United,NNP,org
,States,NNP,org
,Government,NNP,org
,",",",",O
,Wednesday,NNP,tim
,[,LRB,O
,May,NNP,tim
,14,CD,tim
,],RRB,O
,officially,RB,O
,added,VBD,O
,polar,JJ,O
,bears,NNS,O
,to,TO,O
,the,DT,O
,list,NN,O
,of,IN,O
,threatened,JJ,O
,animals,NNS,O
,under,IN,O
,the,DT,O
,Endangered,NNP,art
,Species,NNP,art
,Act,NNP,art
,.,.,O
833,Bush,NNP,per
,administration,NN,O
,scientists,NNS,O
,decided,VBD,O
,the,DT,O
,species,NNS,O
,is,VBZ,O
,at,IN,O
,risk,NN,O
,of,IN,O
,becoming,VBG,O
,endangered,VBN,O
,.,.,O
834,Officials,NNS,O
,cited,VBD,O
,warming,NN,O
,trends,NNS,O
,and,CC,O
,loss,NN,O
,of,IN,O
,sea,NN,O
,ice,NN,O
,as,IN,O
,threatening,VBG,O
,the,DT,O
,bears,NNS,O
,",",",",O
,opening,VBG,O
,a,DT,O
,debate,NN,O
,over,IN,O
,whether,IN,O
,to,TO,O
,regulate,VB,O
,greenhouse,NN,O
,gases,NNS,O
,to,TO,O
,protect,VB,O
,the,DT,O
,bear,NN,O
,and,CC,O
,its,PRP$,O
,habitat,NN,O
,.,.,O
835,Paul,NNP,per
,Sisco,NNP,per
,reports,VBZ,O
,.,.,O
836,Iranian,JJ,gpe
,media,NNS,O
,report,VBP,O
,that,IN,O
,inspectors,NNS,O
,from,IN,O
,the,DT,O
,U.N.,NNP,org
,International,NNP,org
,Atomic,NNP,org
,Energy,NNP,org
,Agency,NNP,org
,will,MD,O
,travel,VB,O
,to,TO,O
,Iran,NNP,geo
,early,RB,O
,next,JJ,O
,month,NN,O
,.,.,O
837,News,NNP,O
,reports,NNS,O
,Saturday,NNP,tim
,quote,VBP,O
,an,DT,O
,unnamed,JJ,O
,Iranian,JJ,gpe
,official,NN,O
,as,IN,O
,saying,VBG,O
,a,DT,O
,delegation,NN,O
,will,MD,O
,visit,VB,O
,on,IN,O
,August,NNP,tim
,6,CD,tim
,to,TO,O
,discuss,VB,O
,technical,JJ,O
,issues,NNS,O
,and,CC,O
,regulations,NNS,O
,.,.,O
838,Separately,RB,O
,",",",",O
,the,DT,O
,United,NNP,org
,Nations,NNPS,org
,',POS,O
,nuclear,JJ,O
,agency,NN,O
,is,VBZ,O
,set,VBN,O
,to,TO,O
,inspect,VB,O
,Iran,NNP,org
,'s,POS,O
,heavy,JJ,O
,water,NN,O
,nuclear,JJ,O
,reactor,NN,O
,in,IN,O
,a,DT,O
,matter,NN,O
,of,IN,O
,days,NNS,O
,.,.,O
839,That,DT,O
,reactor,NN,O
,is,VBZ,O
,under,IN,O
,construction,NN,O
,in,IN,O
,the,DT,O
,industrial,JJ,O
,city,NN,O
,of,IN,O
,Arak,NNP,geo
,.,.,O
840,It,PRP,O
,will,MD,O
,produce,VB,O
,plutonium,NN,O
,once,RB,O
,it,PRP,O
,is,VBZ,O
,completed,VBN,O
,.,.,O
841,Enriched,VBN,O
,plutonium,NN,O
,and,CC,O
,uranium,NN,O
,can,MD,O
,be,VB,O
,used,VBN,O
,to,TO,O
,build,VB,O
,nuclear,JJ,O
,weapons,NNS,O
,.,.,O
842,The,DT,O
,U.N.,NNP,org
,Security,NNP,org
,Council,NNP,org
,has,VBZ,O
,imposed,VBN,O
,two,CD,O
,sets,NNS,O
,of,IN,O
,sanctions,NNS,O
,on,IN,O
,Iran,NNP,org
,because,IN,O
,of,IN,O
,its,PRP$,O
,refusal,NN,O
,to,TO,O
,suspend,VB,O
,uranium,NN,O
,enrichment,NN,O
,.,.,O
843,The,DT,O
,United,NNP,org
,States,NNPS,org
,and,CC,O
,its,PRP$,O
,Western,JJ,O
,allies,NNS,O
,accuse,VBP,O
,Iran,NNP,org
,of,IN,O
,trying,VBG,O
,to,TO,O
,develop,VB,O
,nuclear,JJ,O
,weapons,NNS,O
,",",",",O
,but,CC,O
,Iran,NNP,org
,says,VBZ,O
,its,PRP$,O
,atomic,JJ,O
,program,NN,O
,is,VBZ,O
,for,IN,O
,peaceful,JJ,O
,purposes,NNS,O
,.,.,O
844,Insurgents,NNS,O
,have,VBP,O
,launched,VBN,O
,two,CD,O
,deadly,JJ,O
,attacks,NNS,O
,against,IN,O
,Shi'ites,NNS,O
,in,IN,O
,Iraq,NNP,geo
,",",",",O
,just,RB,O
,hours,NNS,O
,after,IN,O
,U.S.,NNP,geo
,Secretary,NNP,O
,of,IN,O
,Defense,NNP,O
,Donald,NNP,per
,Rumsfeld,NNP,per
,paid,VBD,O
,a,DT,O
,surprise,NN,O
,visit,NN,O
,to,TO,O
,American,JJ,gpe
,troops,NNS,O
,in,IN,O
,the,DT,O
,country,NN,O
,.,.,O
845,In,IN,O
,the,DT,O
,first,JJ,O
,attack,NN,O
,",",",",O
,gunmen,NNS,O
,entered,VBD,O
,a,DT,O
,bakery,NN,O
,in,IN,O
,a,DT,O
,mainly,RB,O
,Shi'ite,JJ,O
,neighborhood,NN,O
,in,IN,O
,Baghdad,NNP,geo
,",",",",O
,killing,VBG,O
,at,IN,O
,least,JJS,O
,nine,CD,O
,people,NNS,O
,.,.,O
846,A,DT,O
,short,JJ,O
,time,NN,O
,later,RB,O
,",",",",O
,a,DT,O
,car,NN,O
,bomb,NN,O
,exploded,VBD,O
,outside,IN,O
,a,DT,O
,Shi'ite,NNP,org
,mosque,NN,O
,in,IN,O
,the,DT,O
,town,NN,O
,of,IN,O
,Balad,NNP,geo
,Ruz,NNP,geo
,",",",",O
,northeast,NN,O
,of,IN,O
,Baghdad,NNP,geo
,.,.,O
847,Abu,NNP,per
,Musab,NNP,per
,al-Zarqawi,NNP,per
,'s,POS,O
,group,NN,O
,claimed,VBD,O
